Date,Time,Entries,Place
2010,01 00 00,11,Reception/Security
2010,01 00 00,2,Phillip Bacon Gallery
2010,01 00 00,12,Reception/Security
2010,01 00 00,1,Reception/Security
2010,01 00 00,1,Heritage Collections Entry
2010,01 00 00,1,Phillip Bacon Gallery
2010,01 00 00,1,Reception/Security
2010,01 00 00,1,Heritage Collections Entry
2010,01 00 00,1,Phillip Bacon Gallery
2010,01 00 00,1,Infozone
2010,01 00 00,3,Reception/Security
2010,01 00 00,2,Infozone
2010,01 00 00,2,The Library Shop
2010,01 00 00,1,SLQ Indemnified Gallery
2010,01 00 00,1,Micrographics
2010,01 00 00,10,Reception/Security
2010,01 00 00,1,Reception/Security
2010,01 00 00,1,Reception/Security
2010,01 00 00,2,The Library Shop
2010,01 00 00,1,Heritage Collections Entry
2010,01 00 00,1,John Oxley Collection
2010,01 00 00,5,Phillip Bacon Gallery
2010,01 00 00,1,The Library Shop
2010,01 00 00,1,Infozone
2010,01 00 00,1,Reception/Security
2010,01 00 00,1,The Library Shop
2010,01 00 00,12,Reception/Security
2010,01 00 00,2,Reception/Security
2010,01 00 00,1,Reception/Security
2010,01 00 00,1,John Oxley Collection
2010,01 00 00,3,Reception/Security
2010,01 00 00,3,The Library Shop
2010,01 00 00,2,Reception/Security
2010,01 00 00,1,The Edge
2010,01 00 00,2,The Library Shop
2010,01 00 00,1,Micrographics
2010,01 00 00,1,Heritage Collections Entry
2010,01 00 00,2,John Oxley Collection
2010,01 00 00,2,Phillip Bacon Gallery
2010,01 00 00,2,Reception/Security
2010,01 00 00,3,The Library Shop
2010,01 00 00,5,Reception/Security
2010,01 00 00,8,The Library Shop
2010,01 00 00,1,Reception/Security
2010,01 00 00,1,Reception/Security
2010,01 00 00,1,John Oxley Collection
2010,01 00 00,1,The Library Shop
2010,01 00 00,1,Micrographics
2010,01 00 00,1,Heritage Collections Entry
2010,01 00 00,1,John Oxley Collection
2010,01 00 00,3,Phillip Bacon Gallery
2010,01 00 00,3,Infozone
2010,01 00 00,2,The Library Shop
2010,01 00 00,1,SLQ Indemnified Gallery
2010,01 00 00,1,Heritage Collections Entry
2010,01 00 00,2,John Oxley Collection
2010,01 00 00,2,Phillip Bacon Gallery
2010,01 00 00,1,Reception/Security
2010,01 00 00,1,Infozone
2010,01 00 00,1,Reception/Security
2010,01 00 00,2,The Library Shop
2010,01 00 00,1,Heritage Collections Entry
2010,01 00 00,2,Phillip Bacon Gallery
2010,01 00 00,3,Reception/Security
2010,01 00 00,2,The Library Shop
2010,01 00 00,2,Micrographics
2010,01 00 00,1,Heritage Collections Entry
2010,01 00 00,1,John Oxley Collection
2010,01 00 00,1,Reception/Security
2010,01 00 00,1,Infozone
2010,01 00 00,2,The Library Shop
2010,01 00 00,1,Reception/Security
2010,01 00 00,1,Infozone
2010,01 00 00,4,The Library Shop
2010,01 00 00,1,SLQ Indemnified Gallery
2010,01 00 00,1,John Oxley Collection
2010,01 00 00,2,Phillip Bacon Gallery
2010,01 00 00,17,Reception/Security
2010,01 00 00,1,Micrographics
2010,01 00 00,2,Heritage Collections Entry
2010,01 00 00,4,John Oxley Collection
2010,01 00 00,2,Phillip Bacon Gallery
2010,01 00 00,17,Reception/Security
2010,01 00 00,1,Reception/Security
2010,01 00 00,1,Heritage Collections Entry
2010,01 00 00,1,Phillip Bacon Gallery
2010,01 00 00,7,Reception/Security
2010,01 00 00,1,Micrographics
2010,01 00 00,1,John Oxley Collection
2010,01 00 00,1,Phillip Bacon Gallery
2010,01 00 00,2,Reception/Security
2010,01 00 00,1,Infozone
2010,01 00 00,4,The Library Shop
2010,01 00 00,1,Micrographics
2010,01 00 00,1,Heritage Collections Entry
2010,01 00 00,3,John Oxley Collection
2010,01 00 00,1,The Library Shop
2010,01 00 00,1,John Oxley Collection
2010,01 00 00,1,Reception/Security
2010,01 00 00,3,The Library Shop
2010,01 00 00,1,SLQ Indemnified Gallery
2010,01 00 00,1,Micrographics
2010,01 00 00,1,Heritage Collections Entry
2010,01 00 00,1,The Edge
2010,02 00 00,1,Reception/Security
2010,02 00 00,15,Reception/Security
2010,02 00 00,4,Reception/Security
2010,02 00 00,1,Infozone
2010,02 00 00,3,The Library Shop
2010,02 00 00,1,Infozone
2010,02 00 00,10,Reception/Security
2010,02 00 00,1,Reception/Security
2010,02 00 00,1,The Edge
2010,02 00 00,1,Infozone
2010,02 00 00,4,The Library Shop
2010,02 00 00,4,The Library Shop
2010,02 00 00,1,Micrographics
2010,02 00 00,1,Reception/Security
2010,02 00 00,15,Reception/Security
2010,02 00 00,19,Reception/Security
2010,02 00 00,9,Reception/Security
2010,02 00 00,1,John Oxley Collection
2010,02 00 00,2,Phillip Bacon Gallery
2010,02 00 00,1,Micrographics
2010,02 00 00,1,Phillip Bacon Gallery
2010,02 00 00,1,Infozone
2010,02 00 00,8,Reception/Security
2010,02 00 00,2,The Library Shop
2010,02 00 00,1,Micrographics
2010,02 00 00,2,Heritage Collections Entry
2010,02 00 00,1,Phillip Bacon Gallery
2010,02 00 00,1,Reception/Security
2010,02 00 00,1,John Oxley Collection
2010,02 00 00,1,Phillip Bacon Gallery
2010,02 00 00,1,Infozone
2010,02 00 00,24,Reception/Security
2010,02 00 00,1,Reception/Security
2010,02 00 00,17,Reception/Security
2010,02 00 00,25,Reception/Security
2010,02 00 00,1,Phillip Bacon Gallery
2010,02 00 00,1,Micrographics
2010,02 00 00,24,Reception/Security
2010,02 00 00,6,Reception/Security
2010,02 00 00,23,Reception/Security
2010,02 00 00,2,Heritage Collections Entry
2010,02 00 00,1,John Oxley Collection
2010,02 00 00,1,SLQ Indemnified Gallery
2010,02 00 00,1,Infozone
2010,02 00 00,4,The Library Shop
2010,02 00 00,2,Infozone
2010,02 00 00,28,Reception/Security
2010,02 00 00,14,Reception/Security
2010,02 00 00,5,Reception/Security
2010,02 00 00,1,The Edge
2010,02 00 00,1,SLQ Indemnified Gallery
2010,02 00 00,1,Heritage Collections Entry
2010,02 00 00,1,John Oxley Collection
2010,02 00 00,1,Infozone
2010,02 00 00,9,Reception/Security
2010,02 00 00,12,Reception/Security
2010,02 00 00,1,Infozone
2010,02 00 00,10,Reception/Security
2010,02 00 00,10,Reception/Security
2010,02 00 00,1,Infozone
2010,02 00 00,4,The Library Shop
2010,02 00 00,1,SLQ Indemnified Gallery
2010,02 00 00,1,Micrographics
2010,02 00 00,1,Infozone
2010,02 00 00,14,Reception/Security
2010,02 00 00,1,Infozone
2010,02 00 00,13,Reception/Security
2010,02 00 00,2,The Edge
2010,02 00 00,4,The Library Shop
2010,02 00 00,1,Micrographics
2010,02 00 00,1,Heritage Collections Entry
2010,02 00 00,1,John Oxley Collection
2010,02 00 00,3,Phillip Bacon Gallery
2010,02 00 00,1,Heritage Collections Entry
2010,02 00 00,1,Phillip Bacon Gallery
2010,02 00 00,1,Infozone
2010,02 00 00,16,Reception/Security
2010,02 00 00,2,Infozone
2010,02 00 00,1,The Library Shop
2010,02 00 00,1,Heritage Collections Entry
2010,02 00 00,1,Phillip Bacon Gallery
2010,02 00 00,1,Infozone
2010,02 00 00,1,The Edge
2010,03 00 00,2,Infozone
2010,03 00 00,1,Reception/Security
2010,03 00 00,1,Infozone
2010,03 00 00,1,Reception/Security
2010,03 00 00,1,Reception/Security
2010,03 00 00,3,Infozone
2010,03 00 00,3,Infozone
2010,03 00 00,3,Reception/Security
2010,03 00 00,1,Reception/Security
2010,03 00 00,1,Infozone
2010,03 00 00,1,Reception/Security
2010,03 00 00,2,Reception/Security
2010,03 00 00,8,Infozone
2010,03 00 00,5,Reception/Security
2010,03 00 00,1,Infozone
2010,03 00 00,1,Reception/Security
2010,03 00 00,4,Infozone
2010,03 00 00,3,Infozone
2010,03 00 00,1,Reception/Security
2010,03 00 00,5,Infozone
2010,03 00 00,1,Reception/Security
2010,03 00 00,1,Reception/Security
2010,03 00 00,1,Infozone
2010,03 00 00,1,Reception/Security
2010,03 00 00,1,Reception/Security
2010,03 00 00,2,Infozone
2010,03 00 00,2,Reception/Security
2010,03 00 00,1,Reception/Security
2010,03 00 00,1,Reception/Security
2010,03 00 00,1,Infozone
2010,03 00 00,1,Reception/Security
2010,03 00 00,1,Reception/Security
2010,03 00 00,3,Reception/Security
2010,03 00 00,1,Reception/Security
2010,03 00 00,2,Reception/Security
2010,03 00 00,3,Reception/Security
2010,03 00 00,1,Reception/Security
2010,03 00 00,1,Micrographics
2010,03 00 00,2,Reception/Security
2010,03 00 00,5,Infozone
2010,03 00 00,1,Infozone
2010,03 00 00,1,Reception/Security
2010,03 00 00,1,Reception/Security
2010,03 00 00,1,The Edge
2010,03 00 00,1,Reception/Security
2010,03 00 00,1,Reception/Security
2010,03 00 00,1,Reception/Security
2010,03 00 00,2,Infozone
2010,03 00 00,6,Infozone
2010,03 00 00,2,Infozone
2010,03 00 00,5,Infozone
2010,03 00 00,1,Reception/Security
2010,03 00 00,1,Reception/Security
2010,03 00 00,2,Infozone
2010,03 00 00,1,Reception/Security
2010,03 00 00,1,Reception/Security
2010,03 00 00,2,Reception/Security
2010,03 00 00,1,Reception/Security
2010,03 00 00,5,Infozone
2010,03 00 00,2,Reception/Security
2010,03 00 00,1,Infozone
2010,03 00 00,1,Reception/Security
2010,03 00 00,2,Reception/Security
2010,03 00 00,1,Reception/Security
2010,03 00 00,1,Infozone
2010,03 00 00,3,Infozone
2010,03 00 00,3,Infozone
2010,03 00 00,1,Infozone
2010,03 00 00,2,The Library Shop
2010,03 00 00,1,Infozone
2010,03 00 00,1,Reception/Security
2010,03 00 00,1,Infozone
2010,03 00 00,3,Infozone
2010,03 00 00,2,Reception/Security
2010,03 00 00,1,Reception/Security
2010,03 00 00,3,Infozone
2010,03 00 00,1,Infozone
2010,03 00 00,1,Infozone
2010,03 00 00,1,Reception/Security
2010,03 00 00,1,Infozone
2010,03 00 00,7,Infozone
2010,03 00 00,2,Infozone
2010,03 00 00,4,Infozone
2010,03 00 00,1,Infozone
2010,03 00 00,2,Infozone
2010,03 00 00,1,Reception/Security
2010,03 00 00,1,Reception/Security
2010,03 00 00,1,Infozone
2010,03 00 00,2,Reception/Security
2010,03 00 00,1,Infozone
2010,03 00 00,7,Infozone
2010,03 00 00,10,Reception/Security
2010,03 00 00,1,Reception/Security
2010,03 00 00,5,Infozone
2010,03 00 00,2,Reception/Security
2010,03 00 00,7,Reception/Security
2010,03 00 00,1,Infozone
2010,03 00 00,5,Reception/Security
2010,03 00 00,2,Infozone
2010,03 00 00,1,Reception/Security
2010,03 00 00,1,Heritage Collections Entry
2010,03 00 00,6,Infozone
2010,03 00 00,1,Reception/Security
2010,03 00 00,1,Reception/Security
2010,03 00 00,1,Infozone
2010,03 00 00,1,Reception/Security
2010,03 00 00,15,The Edge
2010,04 00 00,1,Infozone
2010,04 00 00,2,Infozone
2010,04 00 00,8,Reception/Security
2010,04 00 00,3,The Edge
2010,04 00 00,12,Reception/Security
2010,04 00 00,6,Infozone
2010,04 00 00,2,Reception/Security
2010,04 00 00,14,Reception/Security
2010,04 00 00,23,The Edge
2010,04 00 00,4,Infozone
2010,04 00 00,12,Reception/Security
2010,04 00 00,49,The Edge
2010,04 00 00,13,Reception/Security
2010,04 00 00,1,Infozone
2010,04 00 00,24,Reception/Security
2010,04 00 00,2,Reception/Security
2010,04 00 00,3,Infozone
2010,04 00 00,16,Reception/Security
2010,04 00 00,16,Reception/Security
2010,04 00 00,4,Infozone
2010,04 00 00,8,Reception/Security
2010,04 00 00,16,Reception/Security
2010,04 00 00,10,Reception/Security
2010,04 00 00,22,The Edge
2010,04 00 00,5,The Library Shop
2010,04 00 00,8,Infozone
2010,04 00 00,1,Reception/Security
2010,04 00 00,1,John Oxley Collection
2010,04 00 00,1,Infozone
2010,04 00 00,18,Reception/Security
2010,04 00 00,19,The Edge
2010,04 00 00,10,Reception/Security
2010,04 00 00,27,The Edge
2010,04 00 00,11,Infozone
2010,04 00 00,4,Reception/Security
2010,04 00 00,2,Reception/Security
2010,04 00 00,26,Reception/Security
2010,04 00 00,15,Reception/Security
2010,04 00 00,1,Infozone
2010,04 00 00,4,Reception/Security
2010,04 00 00,16,Reception/Security
2010,04 00 00,5,Infozone
2010,04 00 00,6,Reception/Security
2010,04 00 00,2,Heritage Collections Entry
2010,04 00 00,2,John Oxley Collection
2010,04 00 00,1,Infozone
2010,04 00 00,5,Reception/Security
2010,04 00 00,1,Infozone
2010,04 00 00,7,Reception/Security
2010,04 00 00,15,The Edge
2010,04 00 00,1,Infozone
2010,04 00 00,24,Reception/Security
2010,04 00 00,1,John Oxley Collection
2010,04 00 00,3,Infozone
2010,04 00 00,25,Reception/Security
2010,04 00 00,35,The Edge
2010,04 00 00,1,Infozone
2010,04 00 00,19,Reception/Security
2010,04 00 00,42,The Edge
2010,04 00 00,7,Infozone
2010,04 00 00,30,Reception/Security
2010,04 00 00,3,Reception/Security
2010,04 00 00,23,Reception/Security
2010,04 00 00,2,Infozone
2010,04 00 00,10,Reception/Security
2010,04 00 00,3,Infozone
2010,04 00 00,14,Reception/Security
2010,04 00 00,11,Reception/Security
2010,04 00 00,9,Infozone
2010,04 00 00,4,Reception/Security
2010,04 00 00,4,Heritage Collections Entry
2010,04 00 00,3,Reception/Security
2010,04 00 00,9,Reception/Security
2010,04 00 00,25,The Edge
2010,04 00 00,1,Infozone
2010,04 00 00,15,Reception/Security
2010,04 00 00,1,The Edge
2010,04 00 00,40,Reception/Security
2010,04 00 00,31,The Edge
2010,04 00 00,1,Infozone
2010,04 00 00,1,Reception/Security
2010,04 00 00,3,Infozone
2010,04 00 00,1,Reception/Security
2010,04 00 00,52,The Edge
2010,04 00 00,2,Heritage Collections Entry
2010,04 00 00,3,Phillip Bacon Gallery
2010,04 00 00,12,Reception/Security
2010,04 00 00,11,Reception/Security
2010,04 00 00,9,Reception/Security
2010,04 00 00,11,Reception/Security
2010,04 00 00,12,Reception/Security
2010,04 00 00,5,Infozone
2010,04 00 00,10,Reception/Security
2010,04 00 00,2,Infozone
2010,04 00 00,2,Reception/Security
2010,04 00 00,2,Infozone
2010,04 00 00,3,Reception/Security
2010,04 00 00,9,Reception/Security
2010,04 00 00,11,Reception/Security
2010,04 00 00,36,The Edge
2010,04 00 00,1,Infozone
2010,04 00 00,15,Reception/Security
2010,04 00 00,3,Infozone
2010,04 00 00,4,Reception/Security
2010,04 00 00,28,The Edge
2010,04 00 00,23,Reception/Security
2010,04 00 00,20,Reception/Security
2010,04 00 00,5,Reception/Security
2010,04 00 00,22,Reception/Security
2010,04 00 00,9,Reception/Security
2010,04 00 00,1,The Edge
2010,04 00 00,2,Infozone
2010,04 00 00,7,Reception/Security
2010,04 00 00,3,Infozone
2010,04 00 00,22,Reception/Security
2010,04 00 00,14,Reception/Security
2010,04 00 00,2,Micrographics
2010,04 00 00,15,Reception/Security
2010,04 00 00,2,The Edge
2010,04 00 00,13,Reception/Security
2010,04 00 00,49,The Edge
2010,04 00 00,2,Infozone
2010,04 00 00,22,Reception/Security
2010,04 00 00,9,Infozone
2010,04 00 00,2,Reception/Security
2010,04 00 00,44,The Edge
2010,04 00 00,14,Reception/Security
2010,04 00 00,24,Reception/Security
2010,04 00 00,3,Reception/Security
2010,04 00 00,25,Reception/Security
2010,04 00 00,8,Reception/Security
2010,04 00 00,7,Infozone
2010,04 00 00,13,Reception/Security
2010,04 00 00,1,Heritage Collections Entry
2010,04 00 00,8,Reception/Security
2010,04 00 00,1,Infozone
2010,04 00 00,5,Reception/Security
2010,04 00 00,26,The Edge
2010,04 00 00,1,Infozone
2010,04 00 00,9,Reception/Security
2010,04 00 00,6,Infozone
2010,04 00 00,2,Reception/Security
2010,04 00 00,10,Reception/Security
2010,04 00 00,32,The Edge
2010,04 00 00,4,Infozone
2010,04 00 00,6,Reception/Security
2010,04 00 00,59,The Edge
2010,04 00 00,1,Heritage Collections Entry
2010,04 00 00,1,Phillip Bacon Gallery
2010,04 00 00,1,Infozone
2010,04 00 00,19,Reception/Security
2010,04 00 00,10,Reception/Security
2010,04 00 00,1,Infozone
2010,04 00 00,20,Reception/Security
2010,04 00 00,17,Reception/Security
2010,04 00 00,1,Infozone
2010,04 00 00,11,Reception/Security
2010,04 00 00,2,Infozone
2010,04 00 00,9,Reception/Security
2010,04 00 00,4,Reception/Security
2010,04 00 00,1,Infozone
2010,04 00 00,10,Reception/Security
2010,04 00 00,35,The Edge
2010,04 00 00,9,Reception/Security
2010,04 00 00,4,Infozone
2010,04 00 00,3,Reception/Security
2010,04 00 00,1,John Oxley Collection
2010,04 00 00,14,Reception/Security
2010,04 00 00,18,The Edge
2010,04 00 00,1,Infozone
2010,04 00 00,1,Reception/Security
2010,04 00 00,32,The Edge
2010,04 00 00,1,Infozone
2010,04 00 00,16,Reception/Security
2010,04 00 00,22,Reception/Security
2010,04 00 00,14,Reception/Security
2010,04 00 00,21,Reception/Security
2010,04 00 00,10,Reception/Security
2010,04 00 00,1,Heritage Collections Entry
2010,04 00 00,2,Infozone
2010,04 00 00,14,Reception/Security
2010,04 00 00,2,Infozone
2010,04 00 00,10,Reception/Security
2010,04 00 00,9,Reception/Security
2010,04 00 00,33,The Edge
2010,04 00 00,1,Infozone
2010,04 00 00,14,Reception/Security
2010,04 00 00,11,Reception/Security
2010,04 00 00,28,The Edge
2010,04 00 00,2,Infozone
2010,04 00 00,23,Reception/Security
2010,04 00 00,22,The Edge
2010,04 00 00,7,Infozone
2010,04 00 00,8,Reception/Security
2010,04 00 00,1,Infozone
2010,04 00 00,15,Reception/Security
2010,04 00 00,15,Reception/Security
2010,04 00 00,10,Reception/Security
2010,04 00 00,12,Reception/Security
2010,04 00 00,9,Reception/Security
2010,04 00 00,1,Infozone
2010,04 00 00,6,Reception/Security
2010,04 00 00,7,Reception/Security
2010,04 00 00,27,The Edge
2010,04 00 00,1,Infozone
2010,04 00 00,18,Reception/Security
2010,04 00 00,1,Infozone
2010,04 00 00,14,Reception/Security
2010,04 00 00,24,The Edge
2010,04 00 00,10,Reception/Security
2010,04 00 00,28,The Edge
2010,04 00 00,3,Infozone
2010,04 00 00,18,Reception/Security
2010,04 00 00,13,Reception/Security
2010,04 00 00,25,Reception/Security
2010,04 00 00,22,Reception/Security
2010,04 00 00,8,Reception/Security
2010,04 00 00,20,Reception/Security
2010,04 00 00,1,Infozone
2010,04 00 00,8,Reception/Security
2010,04 00 00,18,Reception/Security
2010,04 00 00,20,Reception/Security
2010,04 00 00,29,The Edge
2010,04 00 00,2,Infozone
2010,04 00 00,5,Reception/Security
2010,04 00 00,34,The Edge
2010,04 00 00,1,Infozone
2010,04 00 00,13,Reception/Security
2010,04 00 00,20,The Edge
2010,04 00 00,4,Infozone
2010,04 00 00,1,Reception/Security
2010,04 00 00,3,Infozone
2010,04 00 00,5,Reception/Security
2010,04 00 00,51,The Edge
2010,04 00 00,21,Reception/Security
2010,04 00 00,38,Reception/Security
2010,04 00 00,11,Reception/Security
2010,04 00 00,1,Infozone
2010,04 00 00,6,Reception/Security
2010,04 00 00,11,Reception/Security
2010,04 00 00,3,Infozone
2010,04 00 00,13,Reception/Security
2010,04 00 00,1,Infozone
2010,04 00 00,9,Reception/Security
2010,04 00 00,27,The Edge
2010,04 00 00,6,Infozone
2010,04 00 00,24,Reception/Security
2010,04 00 00,3,Infozone
2010,04 00 00,13,Reception/Security
2010,04 00 00,25,The Edge
2010,04 00 00,1,Infozone
2010,04 00 00,10,Reception/Security
2010,04 00 00,14,Reception/Security
2010,04 00 00,20,Reception/Security
2010,04 00 00,17,Reception/Security
2010,04 00 00,7,Reception/Security
2010,04 00 00,18,Reception/Security
2010,04 00 00,5,Reception/Security
2010,04 00 00,5,Infozone
2010,04 00 00,2,Reception/Security
2010,04 00 00,4,Infozone
2010,04 00 00,10,Reception/Security
2010,04 00 00,33,The Edge
2010,04 00 00,12,Reception/Security
2010,04 00 00,30,The Edge
2010,04 00 00,2,Infozone
2010,04 00 00,14,Reception/Security
2010,04 00 00,1,John Oxley Collection
2010,04 00 00,3,Infozone
2010,04 00 00,8,Reception/Security
2010,04 00 00,2,SLQ Indemnified Gallery
2010,04 00 00,11,Reception/Security
2010,04 00 00,30,Reception/Security
2010,04 00 00,11,Reception/Security
2010,04 00 00,5,Heritage Collections Entry
2010,04 00 00,22,Reception/Security
2010,04 00 00,3,Infozone
2010,04 00 00,7,Reception/Security
2010,04 00 00,6,Reception/Security
2010,04 00 00,1,Infozone
2010,04 00 00,16,Reception/Security
2010,04 00 00,17,Reception/Security
2010,04 00 00,1,Infozone
2010,04 00 00,19,Reception/Security
2010,04 00 00,24,The Edge
2010,04 00 00,11,Reception/Security
2010,04 00 00,22,The Edge
2010,04 00 00,3,Heritage Collections Entry
2010,04 00 00,1,John Oxley Collection
2010,04 00 00,5,Infozone
2010,04 00 00,5,Reception/Security
2010,04 00 00,21,The Edge
2010,04 00 00,4,Heritage Collections Entry
2010,04 00 00,6,Infozone
2010,04 00 00,2,Reception/Security
2010,04 00 00,17,Reception/Security
2010,04 00 00,37,Reception/Security
2010,04 00 00,20,Reception/Security
2010,04 00 00,1,Infozone
2010,04 00 00,13,Reception/Security
2010,04 00 00,25,Infozone
2010,04 00 00,12,Reception/Security
2010,04 00 00,1,The Library Shop
2010,04 00 00,11,Reception/Security
2010,04 00 00,1,Infozone
2010,04 00 00,1,Reception/Security
2010,04 00 00,11,Reception/Security
2010,04 00 00,33,The Edge
2010,04 00 00,2,Infozone
2010,04 00 00,11,Reception/Security
2010,04 00 00,31,The Edge
2010,04 00 00,5,Infozone
2010,04 00 00,2,Reception/Security
2010,04 00 00,11,Reception/Security
2010,04 00 00,26,The Edge
2010,04 00 00,2,Heritage Collections Entry
2010,04 00 00,2,Infozone
2010,04 00 00,4,Reception/Security
2010,04 00 00,3,The Library Shop
2010,04 00 00,22,Reception/Security
2010,04 00 00,34,Reception/Security
2010,04 00 00,22,Reception/Security
2010,04 00 00,1,Infozone
2010,04 00 00,11,Reception/Security
2010,04 00 00,4,Reception/Security
2010,04 00 00,1,Infozone
2010,04 00 00,2,Reception/Security
2010,04 00 00,1,Infozone
2010,04 00 00,5,Reception/Security
2010,04 00 00,19,Reception/Security
2010,04 00 00,25,The Edge
2010,04 00 00,16,Reception/Security
2010,04 00 00,28,The Edge
2010,04 00 00,1,Infozone
2010,04 00 00,15,Reception/Security
2010,04 00 00,11,Reception/Security
2010,04 00 00,38,The Edge
2010,04 00 00,1,Infozone
2010,04 00 00,12,Reception/Security
2010,04 00 00,18,Reception/Security
2010,04 00 00,14,Reception/Security
2010,04 00 00,15,Reception/Security
2010,04 00 00,1,Infozone
2010,04 00 00,9,Reception/Security
2010,04 00 00,9,Reception/Security
2010,04 00 00,2,Infozone
2010,04 00 00,13,Reception/Security
2010,04 00 00,2,Infozone
2010,04 00 00,2,Reception/Security
2010,04 00 00,14,Reception/Security
2010,04 00 00,30,The Edge
2010,04 00 00,4,Heritage Collections Entry
2010,04 00 00,6,Infozone
2010,04 00 00,1,Reception/Security
2010,04 00 00,10,Reception/Security
2010,04 00 00,27,The Edge
2010,04 00 00,11,Reception/Security
2010,04 00 00,35,The Edge
2010,04 00 00,22,Reception/Security
2010,04 00 00,1,Infozone
2010,04 00 00,15,Reception/Security
2010,04 00 00,9,Reception/Security
2010,04 00 00,1,Infozone
2010,04 00 00,4,Reception/Security
2010,04 00 00,2,Infozone
2010,04 00 00,7,Reception/Security
2010,04 00 00,14,Reception/Security
2010,04 00 00,1,Infozone
2010,04 00 00,5,Reception/Security
2010,04 00 00,1,Heritage Collections Entry
2010,04 00 00,1,Infozone
2010,04 00 00,9,Reception/Security
2010,04 00 00,17,Reception/Security
2010,04 00 00,27,The Edge
2010,04 00 00,1,Infozone
2010,04 00 00,22,Reception/Security
2010,04 00 00,2,John Oxley Collection
2010,04 00 00,18,Reception/Security
2010,04 00 00,27,The Edge
2010,04 00 00,10,Reception/Security
2010,04 00 00,35,The Edge
2010,04 00 00,1,Infozone
2010,04 00 00,9,Reception/Security
2010,04 00 00,20,Reception/Security
2010,04 00 00,17,Reception/Security
2010,04 00 00,13,Reception/Security
2010,04 00 00,9,Reception/Security
2010,04 00 00,1,Infozone
2010,04 00 00,7,Reception/Security
2010,04 00 00,3,Reception/Security
2010,04 00 00,20,Reception/Security
2010,04 00 00,31,The Edge
2010,04 00 00,3,Infozone
2010,04 00 00,6,Reception/Security
2010,04 00 00,16,Reception/Security
